weeks,Country,City,account_manager_name,business_segment,spend_objective,brand_name,provider_id,vendor_id,vendor_name,bolt_spend,provider_spend
2026-W06,KE,Nairobi,Michael Karigithu,Enterprise,activation,CREAMY INN,49502,20330,&Simbisa QSR Brands,0.91,0.0
2026-W02,KE,Nairobi,Kevin Wawire,Mid-market,activation,MEZZA,113956,34792,&Mezza Foods Limited,0.35,0.0
2026-W01,KE,Nairobi,Sharon Chebet,SMB,sp_fully_funded,MIKES CAFE,145243,108065,MIKES CAFE Nairobi,0.0,11.16
2026-W01,KE,Nairobi,Sharon Chebet,SMB,engagement,NAWABS KITCHEN,76344,51087,&Nawab’s Kitchen,6.94,6.94
2026-W01,KE,Nairobi,Sharon Chebet,SMB,engagement,MIKES CAFE,145243,108065,MIKES CAFE Nairobi,24.04,24.04
2026-W01,KE,Nairobi,Kevin Wawire,Mid-market,provider_campaign_marketing,MEZZA,143715,34792,&Mezza Foods Limited,73.29,142.27
2026-W03,KE,Nairobi,Sharon Chebet,SMB,engagement,LUNCH MATE,98471,51087,&Nawab’s Kitchen,2.35,2.35
2025-W01,KE,Nairobi,Michael Karigithu,Enterprise,provider_campaign_exclusivity_prevention,KFC,17483,12025,&Kuku Foods/KFC,37.17,0.0
2026-W01,KE,Nairobi,Michael Karigithu,Enterprise,activation,PIZZA INN,102497,69538,SIMBISA BRANDS Nairobi,6.05,0.0
2025-W01,KE,Nairobi,Sharon Chebet,SMB,sp_activation,BOON RESTAURANT,40092,27725,&Boon Restaurant,0.64,1.91
2026-W01,KE,Nairobi,Sharon Chebet,SMB,sp_engagement,ASILIA GRUB LIMITED,146013,108611,ASILIA GRUB LIMITED Nairobi,0.38,1.14
2025-W52,KE,Nairobi,Sharon Chebet,SMB,sp_reactivation,WINGS POT,32307,14533,& Urban Wings Hospitality,2.05,3.8
2025-W01,KE,Nairobi,Michael Karigithu,Enterprise,activation,PIZZA INN,102379,69538,SIMBISA BRANDS Nairobi,1.12,0.0
2025-W01,KE,Nairobi,Michael Karigithu,Enterprise,activation,CREAMY INN,49461,20330,&Simbisa QSR Brands,1.82,0.0
2025-W52,KE,Nairobi,Sharon Chebet,SMB,activation,JIJI FOODS,57028,38979,&Jiji Fast Food Ltd,1.49,0.0
2025-W52,KE,Nairobi,Sharon Chebet,SMB,sp_activation,MAHARAJ ENTERPRISES,29538,20856,& Maharaj Enterprises,0.1,0.3
