weeks,Country,City,account_manager_name,business_segment,spend_objective,brand_name,provider_id,vendor_id,vendor_name,bolt_spend,provider_spend
2026-W09,AZ,Baku,Asmar Mirzəyeva,Mid-market,provider_campaign_portal,KOTUK,49197,33952,Kotuk,0.0,1.54
2026-W09,AZ,Baku,Asmar Mirzəyeva,Mid-market,provider_campaign_obligations_commitments,OZSUT,35656,24992,Özsüt,4.77,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,other,KFC,90900,27669,KFC,0.5,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,LEZIZ FOOD BY DONER DUNYASI,147409,109565,LEZIZ FOOD BY DONER DUNYASI Baku,0.0,4.25
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,sp_engagement,PIZZA HUT,35260,24736,Pizza Hut,16.81,16.81
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,provider_campaign_manual_churn_prevention,PIZZA HUT,35260,24736,Pizza Hut,10.13,10.13
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,sp_activation,PIZZA HUT,35260,24736,Pizza Hut,7.47,7.47
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,GEORGINIO GEORGIAN RESTAURANT,174351,130088,GEORGINIO GEORGIAN RESTAURANT Baku,0.0,29.35
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,provider_campaign_obligations_commitments,PAPA JOHN'S,83704,56360,Papa Johns,12.89,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,sp_reactivation,PIZZA HUT,35260,24736,Pizza Hut,30.92,30.92
2026-W09,AZ,Quba,Elmir Guliyev,Mid-market,activation,LUKS DONER,173671,129552,LUKS DONER Quba,0.24,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,activation,BENTO SUSHI KHIRDALAN,118791,85520,BENTO SUSHI KHIRDALAN Baku,1.0,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,activation,GEORGINIO GEORGIAN RESTAURANT,174351,130088,GEORGINIO GEORGIAN RESTAURANT Baku,0.4,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,activation,BIRIKI DONER,46206,10800,Bir-İki Doner,2.3,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,SUSHI BLACK,32043,22524,Sushi Black,0.0,122.59
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,sp_engagement,BORANI,22346,16047,Borani,750.02,2600.59
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,sp_reactivation,BORANI,22346,16047,Borani,303.59,303.59
2026-W09,AZ,Baku,Shahana Aghayava,SMB,sp_engagement,SUSHI HOT,87008,59102,Hot Sushi,19.88,87.58
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,sp_activation,BORANI,22346,16047,Borani,36.3,36.3
2026-W09,AZ,Baku,Lala Gulu-Zada,Enterprise,reactivation,BORANI,22346,16047,Borani,16.83,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,CHILGIN BALIQCHI AHMADLI,91411,55331,Cilgin Baliqci Kabab,0.0,18.85
2026-W09,AZ,Baku,Elmir Guliyev,Mid-market,activation,SAN TORTINO,78305,28949,San Tortino,1.0,0.0
2026-W09,AZ,Nakhchivan,Shahana Aghayava,SMB,activation,MIRAN FOOD,154355,115058,Miran Food,0.8,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,activation,ANADOLU,82330,55388,Anadolu,1.71,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,sp_engagement,AJDAHA DONER,16989,12077,Ajdaha Doner,84.08,320.35
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,reactivation,KFC,118082,27669,KFC,118.09,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,SUSHI CASPIAN,68418,45943,Sushi Caspian,0.0,3.38
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,activation,KFC,118082,27669,KFC,19.2,12.35
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,engagement,AJDAHA DONER,16989,12077,Ajdaha Doner,5.04,15.12
2026-W09,AZ,Baku,Shahana Aghayava,SMB,reactivation,URFA N1 RESTAURANT,159389,119081,URFA N1 RESTAURANT Baku,15.83,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,sp_reactivation,AJDAHA DONER,16989,12077,Ajdaha Doner,37.94,37.94
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,provider_campaign_portal,KFC,118082,27669,KFC,0.0,49.95
2026-W09,AZ,Baku,Asmar Mirzəyeva,Mid-market,provider_campaign_manual_churn_prevention,PAUL,17234,12470,Paul,0.74,0.0
2026-W09,AZ,Nakhchivan,Asmar Mirzəyeva,Mid-market,provider_campaign_portal,FOOD POINT NAKHCHIVAN,185503,98777,Food Point,0.0,283.06
2026-W09,AZ,Baku,Elmir Guliyev,Mid-market,reactivation,ZAKUSKA,32409,22772,Zakuska,22.67,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,provider_campaign_portal,QUZU XENGEL AND KABAB,89214,60920,Quzu Xengel and Kabab,0.0,57.21
2026-W09,AZ,Baku,Elmir Guliyev,Mid-market,provider_campaign_portal,YESFRIEDCHICKEN,140415,103802,Yes Fried Chicken,0.0,20.46
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,provider_campaign_manual_churn_prevention,COSTA COFFEE,98110,67867,Costa Coffee,13.98,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,provider_campaign_manual_churn_prevention,PIZZA HUT,35257,24736,Pizza Hut,17.95,17.95
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,sp_engagement,PIZZA HUT,35257,24736,Pizza Hut,45.52,52.87
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,sp_reactivation,PIZZA HUT,35257,24736,Pizza Hut,91.58,91.58
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,sp_engagement,AJDAHA DONER,43968,12077,Ajdaha Doner,45.54,181.24
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,liquidity,BURGER KING,172770,60172,Burger King,56.09,0.0
2026-W09,AZ,Quba,Elmir Guliyev,Mid-market,activation,MEYDAN DONER,173658,129540,MEYDAN DONER Quba,0.24,0.0
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,sp_reactivation,AJDAHA DONER,43968,12077,Ajdaha Doner,29.56,29.56
2026-W09,AZ,Baku,Lala Gulu-Zada,Mid-market,engagement,AJDAHA DONER,43968,12077,Ajdaha Doner,1.36,4.09
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,activation,BURGER KING,172770,60172,Burger King,13.14,0.0
2026-W09,AZ,Baku,Aliya Khudaverdiyeva,Enterprise,reactivation,BURGER KING,172770,60172,Burger King,30.64,0.0
2026-W09,AZ,Baku,Shahana Aghayava,SMB,reactivation,HATAY USULU MERKEZ,145095,50600,Hatay Usulu,5.5,0.0
